Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B12 (Cobalamin) (µg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
2016-12-6,"Bagel, whole wheat, plain or seasoned","1.00 large - 4 1/4"" - 4 3/4"" diameter",313.43,0.00,0.00,44.53,0.56,0.00,0.19,4.43,0.68,0.33,71.75,6.84,0.01,0.00,0.54,1.45,326.71,0.33,2.94,105.96,3.10,289.90,294.95,48.40,590.01,2.14,65.64,8.59,44.53,10.14,2.08,0.00,0.29,0.06,0.86,0.91,0.35,0.00,0.27,0.34,0.45,0.89,0.38,0.23,0.67,13.06,0.38,0.17,0.30,0.56
2016-12-6,"Eggs, cooked","2.00 medium",136.40,0.00,0.00,65.67,0.06,0.98,0.45,0.06,1.23,0.11,38.72,457.60,0.00,76.56,0.91,0.26,44.00,0.01,1.05,8.80,0.02,151.36,110.88,27.10,109.12,0.92,0.99,0.00,0.00,0.99,9.34,328.24,3.59,0.06,1.18,1.24,2.87,0.00,0.26,0.26,0.60,0.95,0.80,0.34,0.59,11.07,0.53,0.13,0.45,0.67
2016-12-6,"Vegetables, broccoli and cauliflower, frozen, boiled, drained","1.00 250ml",46.66,0.00,0.00,179.53,0.09,0.00,0.13,0.75,0.36,0.21,68.90,2354.76,69.50,0.00,1.36,109.23,66.47,0.07,0.99,28.31,0.46,77.13,310.54,2.44,40.89,0.42,8.86,4.89,1.55,2.42,0.32,0.00,0.02,,,0.15,0.05,0.00,0.04,0.09,0.18,0.23,0.24,0.06,0.15,4.59,0.16,0.05,0.10,0.22
2016-12-6,"Tomato soup, homemade","1.00 cup",133.79,0.00,0.00,209.28,0.08,0.04,0.11,1.57,0.29,0.19,22.66,1399.37,32.48,4.59,2.30,15.98,45.73,0.21,1.74,27.23,0.26,76.16,593.03,2.28,799.80,0.46,13.05,2.27,0.09,8.04,8.79,22.11,3.50,0.08,0.45,0.53,4.26,0.22,0.04,0.06,0.10,0.14,0.14,0.03,0.10,3.16,0.10,0.03,0.07,0.10
2016-12-6,"Cake with fruit","1.00 cup",173.86,0.07,0.00,35.17,0.10,0.06,0.10,0.75,0.15,0.02,18.43,140.48,1.23,2.54,0.17,6.32,71.24,0.03,0.74,9.20,0.20,32.35,99.75,5.21,166.25,0.19,34.00,0.79,8.52,24.56,3.68,17.58,0.96,0.02,0.19,0.20,2.18,0.13,0.04,0.05,0.08,0.15,0.09,0.04,0.10,2.12,0.07,0.03,0.07,0.10
2016-12-6,"Brown rice, steamed","1.00 cup",248.45,0.00,0.00,141.94,0.36,0.00,0.14,5.17,0.77,0.25,18.18,0.00,0.00,0.00,0.34,0.40,6.06,0.21,1.13,78.78,1.97,208.05,173.72,11.72,8.08,1.43,51.67,3.23,50.07,0.48,1.96,0.00,0.75,0.02,0.72,0.74,0.53,0.00,0.06,0.13,0.22,0.43,0.20,0.12,0.27,5.53,0.19,0.07,0.20,0.31
2016-12-6,"Beets, cooked from fresh","1.00 each - 2"" diameter",22.00,0.00,0.00,43.53,0.01,0.00,0.02,0.17,0.07,0.03,40.00,17.50,1.80,0.00,0.02,0.10,8.00,0.04,0.40,11.50,0.16,19.00,152.50,0.35,38.50,0.18,4.98,1.00,0.27,3.98,0.09,0.00,0.02,0.00,0.03,0.03,0.01,0.00,0.01,0.01,0.03,0.04,0.03,0.01,0.02,0.84,0.02,0.01,0.02,0.03
2016-12-6,"Pumpkin pie","0.40 piece - single crust - 1/8 of 9"" pie",127.09,0.00,0.00,39.35,0.07,0.08,0.12,0.49,0.30,0.03,14.30,3595.70,1.28,17.79,0.37,5.57,55.46,0.04,0.72,11.44,0.13,58.00,112.83,4.22,143.63,0.27,16.02,0.93,4.68,10.02,6.01,25.86,2.27,0.06,0.86,0.92,2.44,0.48,0.04,0.07,0.14,0.22,0.17,0.06,0.13,2.69,0.11,0.04,0.11,0.15
2016-12-7,"Eggs, cooked","3.00 medium",204.60,0.00,0.00,98.50,0.09,1.47,0.68,0.08,1.85,0.16,58.08,686.40,0.00,114.84,1.36,0.40,66.00,0.02,1.57,13.20,0.03,227.04,166.32,40.66,163.68,1.39,1.48,0.00,0.00,1.48,14.01,492.36,5.38,0.09,1.76,1.87,4.31,0.00,0.39,0.39,0.91,1.42,1.19,0.52,0.88,16.61,0.80,0.20,0.68,1.01
2016-12-7,"Hashed brown potatoes, prepared from fresh","0.50 cup, shredded",200.96,0.00,0.00,35.40,0.13,0.00,0.03,1.71,0.66,0.35,12.17,4.26,9.76,0.00,0.16,7.11,11.49,0.22,0.42,26.39,0.19,53.09,431.40,0.41,235.33,0.36,26.31,2.72,20.50,1.26,10.08,0.00,5.52,0.06,1.57,1.68,2.60,2.22,0.03,0.05,0.09,0.14,0.14,0.04,0.10,2.27,0.08,0.04,0.08,0.13
2016-12-7,"Vegetable juice","1.00 cup",53.46,0.00,0.00,228.64,0.12,0.00,0.08,1.75,0.61,0.17,51.03,1715.56,131.95,0.00,2.48,14.82,34.02,0.17,0.68,26.73,0.19,46.17,449.55,0.49,410.67,0.29,9.40,1.21,0.73,6.90,0.75,0.00,0.15,0.03,0.16,0.18,0.21,0.00,0.02,0.04,0.05,0.07,0.07,0.01,0.07,2.26,0.07,0.02,0.03,0.05
2016-12-7,"Shortbread cookie, bakery","2.00 each - approx 1 1/2"" x 1""",205.22,0.00,0.00,2.48,0.16,0.00,0.10,1.23,0.09,0.01,26.67,0.00,0.00,0.00,0.11,5.57,3.17,0.03,0.97,4.58,0.14,22.50,22.37,7.09,0.46,0.15,20.06,0.63,15.21,4.21,13.02,0.00,7.49,0.00,1.67,1.68,3.22,3.82,0.05,0.05,0.07,0.15,0.05,0.04,0.11,2.15,0.06,0.03,0.06,0.09
2016-12-7,"Brown rice, steamed","1.00 cup",248.45,0.00,0.00,141.94,0.36,0.00,0.14,5.17,0.77,0.25,18.18,0.00,0.00,0.00,0.34,0.40,6.06,0.21,1.13,78.78,1.97,208.05,173.72,11.72,8.08,1.43,51.67,3.23,50.07,0.48,1.96,0.00,0.75,0.02,0.72,0.74,0.53,0.00,0.06,0.13,0.22,0.43,0.20,0.12,0.27,5.53,0.19,0.07,0.20,0.31
2016-12-7,"Beets, cooked from fresh","1.00 each - 2"" diameter",22.00,0.00,0.00,43.53,0.01,0.00,0.02,0.17,0.07,0.03,40.00,17.50,1.80,0.00,0.02,0.10,8.00,0.04,0.40,11.50,0.16,19.00,152.50,0.35,38.50,0.18,4.98,1.00,0.27,3.98,0.09,0.00,0.02,0.00,0.03,0.03,0.01,0.00,0.01,0.01,0.03,0.04,0.03,0.01,0.02,0.84,0.02,0.01,0.02,0.03
2016-12-7,"Pumpkin pie","0.30 piece - single crust - 1/8 of 9"" pie",95.31,0.00,0.00,29.51,0.05,0.06,0.09,0.37,0.22,0.02,10.73,2696.78,0.96,13.34,0.27,4.18,41.59,0.03,0.54,8.58,0.10,43.50,84.62,3.16,107.72,0.20,12.01,0.70,3.51,7.51,4.50,19.39,1.70,0.04,0.64,0.69,1.83,0.36,0.03,0.05,0.10,0.17,0.12,0.05,0.10,2.02,0.08,0.03,0.08,0.11
2016-12-8,"Fried egg sandwich","1.00 sandwich",228.04,0.00,0.00,56.43,0.30,0.56,0.38,2.42,0.97,0.10,77.53,366.13,0.00,43.51,0.76,3.25,97.68,0.06,2.40,16.56,0.28,135.47,126.91,26.40,422.02,0.90,25.29,1.35,18.59,3.42,8.94,186.50,3.19,0.18,1.94,2.13,2.40,0.15,0.22,0.23,0.48,0.80,0.57,0.26,0.52,10.72,0.42,0.12,0.37,0.55
2016-12-8,"Jamie vegan chilli","1.00 Serving",184.05,0.00,0.00,128.88,0.33,0.01,0.17,1.68,0.59,0.30,83.55,1034.71,41.65,1.26,0.91,9.53,71.00,0.37,3.57,41.87,0.60,132.47,594.26,3.13,245.17,1.14,31.43,8.56,17.05,5.09,2.79,0.00,1.25,0.12,0.40,0.55,0.39,0.00,0.08,0.19,0.31,0.54,0.47,0.08,0.37,10.68,0.27,0.08,0.18,0.40
2016-12-8,"Vegetables, broccoli and cauliflower, frozen, boiled, drained","1.00 250ml",46.66,0.00,0.00,179.53,0.09,0.00,0.13,0.75,0.36,0.21,68.90,2354.76,69.50,0.00,1.36,109.23,66.47,0.07,0.99,28.31,0.46,77.13,310.54,2.44,40.89,0.42,8.86,4.89,1.55,2.42,0.32,0.00,0.02,,,0.15,0.05,0.00,0.04,0.09,0.18,0.23,0.24,0.06,0.15,4.59,0.16,0.05,0.10,0.22
2016-12-8,"Croissants, butter","1.00 croissant, medium",231.42,,,13.22,0.22,0.09,0.14,1.25,0.49,0.03,50.16,424.08,0.11,,0.48,1.03,21.09,0.05,1.16,9.12,0.19,59.85,67.26,12.94,266.19,0.43,26.11,1.48,18.21,6.42,11.97,38.19,3.15,0.17,0.45,0.62,6.65,,0.10,0.11,0.21,0.36,0.19,0.10,0.24,4.67,0.16,0.06,0.15,0.23
2016-12-8,"Nejaime's Lavasch Crisp Flatbread, Restaurant Style Whole Grain (Venus)","0.94 FDA Serving Size",129.23,0.00,0.00,3.27,0.24,0.00,0.12,1.71,0.22,0.06,38.64,1.90,0.26,0.00,0.66,2.61,11.25,0.08,1.21,19.00,0.51,60.13,68.55,11.32,131.41,0.46,20.65,1.95,18.12,0.22,3.90,0.00,2.19,0.31,0.89,1.20,0.34,0.01,0.07,0.08,0.12,0.23,0.10,0.06,0.17,3.36,0.10,0.04,0.09,0.14
2016-12-8,"Trader Joe's Channa Masala","1.00 Serving",180.00,,,,,,,,,,,200.00,6.00,,,,40.00,,1.80,,,,,,,,20.00,5.00,10.00,5.00,9.00,,,,,,2.00,,,,,,,,,5.00,,,,
2016-12-8,"Shortbread cookie, bakery","1.00 each - approx 1 1/2"" x 1""",102.61,0.00,0.00,1.24,0.08,0.00,0.05,0.62,0.05,0.00,13.33,0.00,0.00,0.00,0.06,2.79,1.58,0.02,0.48,2.29,0.07,11.25,11.19,3.54,0.23,0.07,10.03,0.32,7.60,2.11,6.51,0.00,3.75,0.00,0.84,0.84,1.61,1.91,0.02,0.02,0.04,0.07,0.02,0.02,0.05,1.08,0.03,0.01,0.03,0.04
2016-12-8,"Milk, whole","0.30 cup",44.65,0.00,0.00,64.51,0.03,0.33,0.12,0.07,0.27,0.03,3.66,118.58,0.00,37.33,0.05,0.22,82.71,0.02,0.02,7.32,0.00,61.49,96.62,2.71,31.48,0.27,3.51,0.00,0.00,3.70,2.38,7.32,0.59,0.05,0.09,0.14,1.37,0.08,0.01,0.07,0.12,0.22,0.19,0.06,0.12,2.31,0.10,0.03,0.12,0.15
2016-12-9,"Biscuit, homemade","1.00 small - 2"" diameter",121.08,0.00,0.00,11.00,0.13,0.05,0.10,0.93,0.10,0.01,20.47,19.37,0.02,4.99,0.06,2.82,65.18,0.02,0.82,4.79,0.11,45.08,46.59,5.55,133.16,0.16,13.20,0.48,11.62,1.08,6.75,0.82,3.62,0.04,1.05,1.11,1.80,1.44,0.04,0.05,0.07,0.14,0.06,0.04,0.10,1.95,0.06,0.02,0.07,0.09
2016-12-9,"Eggs, cooked","2.00 medium",136.40,0.00,0.00,65.67,0.06,0.98,0.45,0.06,1.23,0.11,38.72,457.60,0.00,76.56,0.91,0.26,44.00,0.01,1.05,8.80,0.02,151.36,110.88,27.10,109.12,0.92,0.99,0.00,0.00,0.99,9.34,328.24,3.59,0.06,1.18,1.24,2.87,0.00,0.26,0.26,0.60,0.95,0.80,0.34,0.59,11.07,0.53,0.13,0.45,0.67
2016-12-9,"Millet, cooked","1.00 cup",207.06,,,124.25,0.18,,0.14,2.31,0.30,0.19,33.06,5.22,,,0.03,0.52,5.22,0.28,1.10,76.56,0.47,174.00,107.88,1.57,3.48,1.58,41.19,2.26,38.70,0.23,1.74,,0.32,0.05,0.84,0.88,0.30,,0.12,0.13,0.26,0.78,0.12,0.12,0.32,6.11,0.20,0.07,0.19,0.32
2016-12-9,"Wheat bread","2.00 thin slice - 4 1/4"" x 4"" x 3/8""",106.80,0.00,0.00,14.08,0.17,0.00,0.10,2.25,0.33,0.04,34.00,0.80,0.08,0.00,0.08,1.96,53.20,0.06,1.40,18.00,0.47,59.60,70.80,11.52,203.20,0.48,19.47,1.60,14.41,2.36,1.30,0.00,0.24,0.05,0.54,0.60,0.31,0.01,0.05,0.05,0.09,0.16,0.07,0.04,0.11,4.29,0.07,0.03,0.06,0.10
2016-12-9,"Trader Joe's, palak paneer, frozen","2.00 x 0.5 Package",500.00,0.00,,,,,,,,,,2500.00,2.40,,,,600.00,,5.40,,,,,,1600.00,,16.00,6.00,2.00,8.00,38.00,30.00,,,,,12.00,0.00,,,,,,,,22.00,,,,
2016-12-9,"Milk, whole","0.30 cup",44.65,0.00,0.00,64.51,0.03,0.33,0.12,0.07,0.27,0.03,3.66,118.58,0.00,37.33,0.05,0.22,82.71,0.02,0.02,7.32,0.00,61.49,96.62,2.71,31.48,0.27,3.51,0.00,0.00,3.70,2.38,7.32,0.59,0.05,0.09,0.14,1.37,0.08,0.01,0.07,0.12,0.22,0.19,0.06,0.12,2.31,0.10,0.03,0.12,0.15
2016-12-10,"Cream of Wheat, Whole Grain, dry","0.35 cup",195.87,0.00,0.00,6.74,0.42,0.00,0.25,2.99,0.58,0.21,104.53,1.35,0.00,0.00,0.41,0.26,559.98,0.23,16.80,100.46,2.14,319.20,228.65,19.53,159.59,1.59,42.24,7.59,33.68,0.29,1.23,0.00,0.17,0.04,0.55,0.59,0.20,0.00,0.12,0.18,0.26,0.51,0.21,0.12,0.34,7.51,0.18,0.07,0.14,0.34
2016-12-10,"Edamame, green or immature, cooked from frozen","0.30 cup, whole pieces",56.73,0.00,0.00,33.84,0.09,0.00,0.07,0.43,0.18,0.05,144.62,72.54,2.84,0.00,0.32,12.42,29.30,0.16,1.06,29.76,0.48,78.59,202.74,0.65,2.79,0.64,4.62,2.42,1.30,1.01,2.42,0.00,0.60,0.17,0.83,1.00,0.29,0.00,0.06,0.12,0.14,0.35,0.35,0.07,0.23,5.06,0.15,0.06,0.16,0.15
2016-12-10,"Shortbread cookie, bakery","1.50 each - approx 1 1/2"" x 1""",153.91,0.00,0.00,1.86,0.12,0.00,0.08,0.92,0.07,0.01,20.00,0.00,0.00,0.00,0.09,4.18,2.38,0.02,0.73,3.44,0.11,16.87,16.78,5.32,0.34,0.11,15.05,0.48,11.41,3.16,9.76,0.00,5.62,0.00,1.26,1.26,2.41,2.87,0.03,0.04,0.06,0.11,0.04,0.03,0.08,1.61,0.04,0.02,0.05,0.06
2016-12-10,"Danish pastry, fruit, unenriched (includes apple, cinnamon, raisin, strawberry)","1.00 pastry (4-1/4"" dia)",263.41,,,19.24,0.05,0.09,0.07,0.55,0.45,0.03,11.36,52.54,2.77,,,,32.66,0.05,0.53,10.65,0.18,63.19,58.93,,251.34,0.38,33.94,1.35,,,13.14,28.40,4.22,0.06,1.01,1.07,2.01,,0.08,0.08,0.16,0.28,0.13,0.08,0.19,3.83,0.12,0.05,0.12,0.18
2016-12-10,"Amy's, soup, lentil vegetable, canned, organic","1.00 Cup",160.00,,,,,,,,,,,750.00,3.60,,,,60.00,,2.70,,,,,,680.00,,24.00,8.00,11.00,5.00,4.00,0.00,,,,,0.50,0.00,,,,,,,,7.00,,,,
2016-12-10,"Wheat bread","2.00 thin slice - 4 1/4"" x 4"" x 3/8""",106.80,0.00,0.00,14.08,0.17,0.00,0.10,2.25,0.33,0.04,34.00,0.80,0.08,0.00,0.08,1.96,53.20,0.06,1.40,18.00,0.47,59.60,70.80,11.52,203.20,0.48,19.47,1.60,14.41,2.36,1.30,0.00,0.24,0.05,0.54,0.60,0.31,0.01,0.05,0.05,0.09,0.16,0.07,0.04,0.11,4.29,0.07,0.03,0.06,0.10
2016-12-10,"Brown rice, steamed","1.00 cup",248.45,0.00,0.00,141.94,0.36,0.00,0.14,5.17,0.77,0.25,18.18,0.00,0.00,0.00,0.34,0.40,6.06,0.21,1.13,78.78,1.97,208.05,173.72,11.72,8.08,1.43,51.67,3.23,50.07,0.48,1.96,0.00,0.75,0.02,0.72,0.74,0.53,0.00,0.06,0.13,0.22,0.43,0.20,0.12,0.27,5.53,0.19,0.07,0.20,0.31
2016-12-10,"Yogurt, plain, whole milk","0.50 cup",74.73,0.00,0.00,107.68,0.04,0.45,0.17,0.09,0.48,0.04,8.58,121.28,0.61,2.45,0.11,0.26,148.23,0.01,0.06,14.70,0.00,116.38,189.88,2.70,56.35,0.72,5.71,0.00,0.00,5.71,3.98,15.93,1.09,0.03,0.08,0.11,2.57,0.09,0.04,0.11,0.23,0.43,0.38,0.12,0.23,4.25,0.17,0.02,0.21,0.35
2016-12-10,"Milk, whole","0.50 cup",74.42,0.00,0.00,107.52,0.06,0.55,0.21,0.11,0.46,0.04,6.10,197.63,0.00,62.22,0.09,0.37,137.86,0.03,0.04,12.20,0.00,102.48,161.04,4.51,52.46,0.45,5.86,0.00,0.00,6.16,3.96,12.20,0.99,0.09,0.15,0.24,2.28,0.14,0.02,0.12,0.20,0.36,0.32,0.10,0.20,3.84,0.16,0.05,0.19,0.25
2016-12-10,"Banana, fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0.00,0.00,88.39,0.04,0.00,0.09,0.78,0.39,0.43,23.60,75.52,10.27,0.00,0.15,0.59,5.90,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,0.39,0.00,0.04,0.03,0.05,0.09,0.13,0.00,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06
2016-12-11,"Croissants, butter","1.00 croissant, medium",231.42,,,13.22,0.22,0.09,0.14,1.25,0.49,0.03,50.16,424.08,0.11,,0.48,1.03,21.09,0.05,1.16,9.12,0.19,59.85,67.26,12.94,266.19,0.43,26.11,1.48,18.21,6.42,11.97,38.19,3.15,0.17,0.45,0.62,6.65,,0.10,0.11,0.21,0.36,0.19,0.10,0.24,4.67,0.16,0.06,0.15,0.23
2016-12-11,"Shortbread cookie, bakery","1.50 each - approx 1 1/2"" x 1""",153.91,0.00,0.00,1.86,0.12,0.00,0.08,0.92,0.07,0.01,20.00,0.00,0.00,0.00,0.09,4.18,2.38,0.02,0.73,3.44,0.11,16.87,16.78,5.32,0.34,0.11,15.05,0.48,11.41,3.16,9.76,0.00,5.62,0.00,1.26,1.26,2.41,2.87,0.03,0.04,0.06,0.11,0.04,0.03,0.08,1.61,0.04,0.02,0.05,0.06
2016-12-11,"Nejaime's Lavasch Crisp Flatbread, Restaurant Style Whole Grain (Venus)","0.94 FDA Serving Size",129.23,0.00,0.00,3.27,0.24,0.00,0.12,1.71,0.22,0.06,38.64,1.90,0.26,0.00,0.66,2.61,11.25,0.08,1.21,19.00,0.51,60.13,68.55,11.32,131.41,0.46,20.65,1.95,18.12,0.22,3.90,0.00,2.19,0.31,0.89,1.20,0.34,0.01,0.07,0.08,0.12,0.23,0.10,0.06,0.17,3.36,0.10,0.04,0.09,0.14
2016-12-11,"Trader Joe's Channa Masala","2.00 Serving",360.00,,,,,,,,,,,400.00,12.00,,,,80.00,,3.60,,,,,,,,40.00,10.00,20.00,10.00,18.00,,,,,,4.00,,,,,,,,,10.00,,,,
2016-12-11,"Milk, whole","0.40 cup",59.53,0.00,0.00,86.01,0.04,0.44,0.16,0.09,0.36,0.04,4.88,158.11,0.00,49.77,0.07,0.29,110.29,0.02,0.03,9.76,0.00,81.98,128.83,3.61,41.97,0.36,4.68,0.00,0.00,4.93,3.17,9.76,0.79,0.07,0.12,0.19,1.82,0.11,0.02,0.09,0.16,0.29,0.26,0.08,0.16,3.07,0.13,0.04,0.16,0.20
2016-12-11,"Banana, fresh","0.30 medium - 7"" to 7 7/8"" long",31.51,0.00,0.00,26.52,0.01,0.00,0.03,0.24,0.12,0.13,7.08,22.66,3.08,0.00,0.05,0.18,1.77,0.03,0.09,9.56,0.10,7.79,126.73,0.35,0.35,0.05,8.09,0.92,1.90,4.33,0.12,0.00,0.01,0.01,0.02,0.03,0.04,0.00,0.00,0.03,0.01,0.02,0.02,0.00,0.02,0.39,0.01,0.00,0.00,0.02
2016-12-12,"Fried egg sandwich","1.00 sandwich",228.04,0.00,0.00,56.43,0.30,0.56,0.38,2.42,0.97,0.10,77.53,366.13,0.00,43.51,0.76,3.25,97.68,0.06,2.40,16.56,0.28,135.47,126.91,26.40,422.02,0.90,25.29,1.35,18.59,3.42,8.94,186.50,3.19,0.18,1.94,2.13,2.40,0.15,0.22,0.23,0.48,0.80,0.57,0.26,0.52,10.72,0.42,0.12,0.37,0.55
2016-12-12,"Vegetables, broccoli and cauliflower, frozen, boiled, drained","1.00 250ml",46.66,0.00,0.00,179.53,0.09,0.00,0.13,0.75,0.36,0.21,68.90,2354.76,69.50,0.00,1.36,109.23,66.47,0.07,0.99,28.31,0.46,77.13,310.54,2.44,40.89,0.42,8.86,4.89,1.55,2.42,0.32,0.00,0.02,,,0.15,0.05,0.00,0.04,0.09,0.18,0.23,0.24,0.06,0.15,4.59,0.16,0.05,0.10,0.22
2016-12-12,"Butternut squash soup","1.00 cup",134.63,0.00,0.00,209.07,0.12,0.01,0.04,1.57,0.62,0.27,20.55,10702.84,15.13,0.98,1.10,4.91,46.87,0.17,0.71,34.99,0.24,54.79,443.96,0.70,749.82,0.35,28.09,4.07,16.56,4.87,2.23,6.11,0.56,0.05,0.14,0.19,1.29,0.07,0.03,0.05,0.09,0.13,0.12,0.03,0.09,1.98,0.09,0.03,0.07,0.11
2016-12-12,"Brown rice, steamed","1.00 cup",248.45,0.00,0.00,141.94,0.36,0.00,0.14,5.17,0.77,0.25,18.18,0.00,0.00,0.00,0.34,0.40,6.06,0.21,1.13,78.78,1.97,208.05,173.72,11.72,8.08,1.43,51.67,3.23,50.07,0.48,1.96,0.00,0.75,0.02,0.72,0.74,0.53,0.00,0.06,0.13,0.22,0.43,0.20,0.12,0.27,5.53,0.19,0.07,0.20,0.31
2016-12-12,"Lentils, cooked from dried","0.30 cup, whole pieces",68.90,0.00,0.00,41.37,0.10,0.00,0.04,0.63,0.38,0.11,107.51,4.75,0.89,0.00,0.07,1.01,11.29,0.15,1.98,21.38,0.29,106.92,219.18,1.66,1.19,0.75,11.96,3.48,7.96,0.23,0.23,0.00,0.04,0.02,0.08,0.10,0.03,0.00,0.07,0.15,0.23,0.39,0.37,0.05,0.26,5.36,0.19,0.05,0.14,0.27
2016-12-12,"Beans, french, mature seeds, cooked, boiled, without salt","0.50 cup",114.17,,,58.91,0.12,,0.05,0.48,0.20,0.09,66.38,2.66,1.06,,,,55.76,0.10,0.96,49.56,0.34,90.27,327.45,1.06,5.31,0.57,21.26,8.32,,,0.67,,0.05,0.25,0.15,0.40,0.07,,0.07,0.17,0.28,0.50,0.43,0.09,0.34,6.24,0.26,0.07,0.18,0.33
2016-12-12,"Banana, fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0.00,0.00,88.39,0.04,0.00,0.09,0.78,0.39,0.43,23.60,75.52,10.27,0.00,0.15,0.59,5.90,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,0.39,0.00,0.04,0.03,0.05,0.09,0.13,0.00,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06
2016-12-12,"Milk, whole","0.40 cup",59.53,0.00,0.00,86.01,0.04,0.44,0.16,0.09,0.36,0.04,4.88,158.11,0.00,49.77,0.07,0.29,110.29,0.02,0.03,9.76,0.00,81.98,128.83,3.61,41.97,0.36,4.68,0.00,0.00,4.93,3.17,9.76,0.79,0.07,0.12,0.19,1.82,0.11,0.02,0.09,0.16,0.29,0.26,0.08,0.16,3.07,0.13,0.04,0.16,0.20
2016-12-13,"Fried egg sandwich","1.00 sandwich",228.04,0.00,0.00,56.43,0.30,0.56,0.38,2.42,0.97,0.10,77.53,366.13,0.00,43.51,0.76,3.25,97.68,0.06,2.40,16.56,0.28,135.47,126.91,26.40,422.02,0.90,25.29,1.35,18.59,3.42,8.94,186.50,3.19,0.18,1.94,2.13,2.40,0.15,0.22,0.23,0.48,0.80,0.57,0.26,0.52,10.72,0.42,0.12,0.37,0.55
2016-12-13,"Subway Veggie Delite Sandwich, no mayo","1.00 each - 6"" sub",267.00,0.00,0.00,113.39,0.36,0.17,0.25,4.73,0.80,0.16,82.44,558.52,12.03,33.11,0.48,15.34,232.15,0.17,3.09,47.23,1.03,208.09,311.97,25.08,458.76,1.36,42.53,4.23,28.60,6.97,6.07,11.00,1.40,0.14,1.23,1.38,2.63,0.15,0.12,0.17,0.29,0.52,0.33,0.13,0.34,11.20,0.24,0.09,0.22,0.35
2016-12-13,"Tomato soup, homemade","0.50 cup",66.90,0.00,0.00,104.64,0.04,0.02,0.05,0.78,0.15,0.09,11.33,699.69,16.24,2.29,1.15,7.99,22.86,0.11,0.87,13.62,0.13,38.08,296.52,1.14,399.90,0.23,6.52,1.14,0.05,4.02,4.39,11.05,1.75,0.04,0.23,0.27,2.13,0.11,0.02,0.03,0.05,0.07,0.07,0.02,0.05,1.58,0.05,0.02,0.04,0.05
2016-12-13,"Millet, cooked","1.00 cup",207.06,,,124.25,0.18,,0.14,2.31,0.30,0.19,33.06,5.22,,,0.03,0.52,5.22,0.28,1.10,76.56,0.47,174.00,107.88,1.57,3.48,1.58,41.19,2.26,38.70,0.23,1.74,,0.32,0.05,0.84,0.88,0.30,,0.12,0.13,0.26,0.78,0.12,0.12,0.32,6.11,0.20,0.07,0.19,0.32
2016-12-13,"Lentils, cooked from dried","0.20 cup, whole pieces",45.94,0.00,0.00,27.58,0.07,0.00,0.03,0.42,0.25,0.07,71.67,3.17,0.59,0.00,0.04,0.67,7.52,0.10,1.32,14.26,0.20,71.28,146.12,1.11,0.79,0.50,7.97,2.32,5.31,0.15,0.15,0.00,0.03,0.01,0.05,0.07,0.02,0.00,0.05,0.10,0.15,0.26,0.25,0.03,0.18,3.57,0.13,0.03,0.10,0.18
2016-12-13,"Beans, french, mature seeds, cooked, boiled, without salt","0.20 cup",45.67,,,23.57,0.05,,0.02,0.19,0.08,0.04,26.55,1.06,0.42,,,,22.30,0.04,0.38,19.82,0.14,36.11,130.98,0.42,2.12,0.23,8.50,3.33,,,0.27,,0.02,0.10,0.06,0.16,0.03,,0.03,0.07,0.11,0.20,0.17,0.04,0.13,2.50,0.11,0.03,0.07,0.13
2016-12-13,"Banana, fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0.00,0.00,88.39,0.04,0.00,0.09,0.78,0.39,0.43,23.60,75.52,10.27,0.00,0.15,0.59,5.90,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,0.39,0.00,0.04,0.03,0.05,0.09,0.13,0.00,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06
